"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1880762363252777217","Sat Jan 18 23:41:04 +0000 2025","4","Merauke Siap Wujudkan Swasembada Pangan Nasional Minggu Pagiii #penuhigiziindonesia Malam Minggu Malming Pedri Azka Uya Kuya selebgram hits 2025 Parkir Tidur FIRST MEET US giselle nct Doktif ahmad khozinudin hti petrokimia Gresik #solusiagroindustri $TRUMP https://t.co/X9Hb7GndoB","1880762363252777217","https://pbs.twimg.com/media/GhnPWC-aIAAXNAi.jpg","","in","Papua, Indonesia","0","3","1","https://x.com/Papuanewss/status/1880762363252777217","2821072171","Papuanewss"
"1880762283783242001","Sat Jan 18 23:40:45 +0000 2025","5","Food Estate di Merauke Dukung Pencapaian Swasembada Pangan Minggu Pagiii #penuhigiziindonesia Malam Minggu Malming Pedri Azka Uya Kuya selebgram hits 2025 Parkir Tidur FIRST MEET US giselle nct Doktif ahmad khozinudin hti petrokimia Gresik #solusiagroindustri $TRUMP https://t.co/ReVRImnKMK","1880762283783242001","https://pbs.twimg.com/media/GhnPQEDa0AAmxb-.jpg","","in","Papua, Indonesia","0","2","2","https://x.com/Papuanewss/status/1880762283783242001","2821072171","Papuanewss"
"1880302870760771980","Sat Jan 18 23:25:03 +0000 2025","0","@iwnnabeURBF @tanyarlfes Doktif kok bs tenang gitu ya? Klo dia adalah aku mgkin sdh kuanjing2in.","1880758332052668489","","iwnnabeURBF","in","","0","0","0","https://x.com/daniiixyz/status/1880758332052668489","1092216661317308416","daniiixyz"
"1880406034566586401","Sat Jan 18 23:23:14 +0000 2025","1","@convomf Emang penilaian Doktif selalu bener? Kalo BPOM mah jangan di tanya... Banyak.... ‍️‍️‍️","1880757872356982792","","convomf","in","","0","0","0","https://x.com/DiahOraAyu/status/1880757872356982792","1421121032937631746","DiahOraAyu"
"1880757741586944160","Sat Jan 18 23:22:43 +0000 2025","0","19/365 Ya Allah kali ini aku mohon menangkanlah aku di jalan yang terbaik menurut-Mu. Lancarkan langkahku menuju hal baik demi orang tuaku dan masa depanku. Aamiin Tags: Lepas Eren #ShaniWeddingDay Shawn Mendez Azka Tidur Jokowi Doktif Uya Kuya","1880757741586944160","","","in","Kota Blitar","0","0","0","https://x.com/luckyazharii/status/1880757741586944160","771607151835918336","luckyazharii"
"1880751529692672474","Sat Jan 18 23:22:27 +0000 2025","0","@yunuskedua iyaa contoh kaya doktif kemarin tetep tenang","1880757677086932992","","yunuskedua","in","","0","0","0","https://x.com/dimsumgemoy/status/1880757677086932992","1687555111","dimsumgemoy"
"1880413559273992428","Sat Jan 18 23:15:44 +0000 2025","2","@mazantoadeanto @kegblgnunfaedh Go go doktif. Bongkar skincare2 yg nipuu masyarakat itu semuaa. Udh rahasia umum banyak skincare2 indo ngasal krn ownernya cm mau kaya instan.. kalau tau prakteknya mereka mual pgn muntah saking ga punya hati nipu dan bodohin orang","1880755988082675854","","mazantoadeanto","in","","0","0","0","https://x.com/tiredeveryd4y/status/1880755988082675854","1550358151605944320","tiredeveryd4y"
"1880497179087040775","Sat Jan 18 23:14:51 +0000 2025","1","@OxellMp @halloserenity Laporin doang semua orang bisa ngelaporin karna itu geratis tunggu sidang ketok palu. Bisa aja org tersebut buat laporan tapi gak sama dgn konteks atau dia buat laporan di koar koarkan tapi di cabut diem diem supaya meredam amarah rakyat. Musuh doktif tuh banyak l","1880755763838386429","","OxellMp","in","","0","0","0","https://x.com/_kayu_manis_/status/1880755763838386429","1517727325848477696","_kayu_manis_"
"1880753943594348612","Sat Jan 18 23:07:37 +0000 2025","0","masi ngakakin banget liat record live yang ss merong merong jir sedangkan doktif bisa setenang itu sambil senyum aja","1880753943594348612","","","in","legal DNFWC","0","0","0","https://x.com/coquettv/status/1880753943594348612","825018332944306176","coquettv"
"1880752853901574444","Sat Jan 18 23:03:17 +0000 2025","0","Doktif","1880752853901574444","","","in","","0","0","0","https://x.com/Siscakoll/status/1880752853901574444","1471405523106811905","Siscakoll"
"1880752407845740816","Sat Jan 18 23:01:31 +0000 2025","1","TWS murah tapi ga murahan Bisa mode game juga yuk di co : https://t.co/4XcS4ZQZUL #SatuNegaraDuaPresiden Leao Yamal Liverpool Malaysia Doktif https://t.co/HDusV37YbG","1880752407845740816","https://pbs.twimg.com/media/GhnGWSUakAAg8kY.jpg","","in","","0","0","1","https://x.com/farhannrizkiii/status/1880752407845740816","146790793","farhannrizkiii"
"1880437537719935011","Sat Jan 18 22:58:50 +0000 2025","3","@Anyeliraddies @elsayul_twt @whoopziiy Mau bloonin juga deh. Lagian yg pada nyalahin doktif tuh kalian manusia² fomo yg gampang kemakan iklan. Klo kalian tuh gaada base ilmu ttg perskincarean dikasih tau ahlinya ya minimal makasih krn wajah ama dompet lu terselamatkan.","1880751731971383659","","Anyeliraddies","in","Tangerang","0","1","0","https://x.com/sisjoki/status/1880751731971383659","896012514445611008","sisjoki"
"1880743574620565881","Sat Jan 18 22:26:25 +0000 2025","0","Lagi rame banget masalah SS Nikita sama doktif","1880743574620565881","","","in","","0","0","0","https://x.com/ineuxrable/status/1880743574620565881","1685470849015619584","ineuxrable"
"1880437537719935011","Sat Jan 18 22:19:56 +0000 2025","1","@whoopziiy Klarifikasi doktif beli produk yang blm bpom https://t.co/wKSVC7zEHK","1880741945372492271","","whoopziiy","in","","0","0","1","https://x.com/vanfilut/status/1880741945372492271","1177354545464168448","vanfilut"
