"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1873752102855692758","Tue Jan 14 11:07:28 +0000 2025","0","@ima_isagi @womanfeeds_id Iya kak aku biasanya beli yg botol kuning semenjak di rekom sama doktif jd punah di Indomaret &amp; alfa serta di toko kosmetik dkt rumah gk ada jg. Sampek² yg botol biru jg ikut habis pdhl secinta itu sama serum hanasui","1879123159959715979","","ima_isagi","in","","0","1","0","https://x.com/Unknownx1x1e/status/1879123159959715979","1494691790880133124","Unknownx1x1e"
"1879087380730388554","Tue Jan 14 08:45:17 +0000 2025","0","Cek [DOKTIF APPROVED] SLAVINA Body Lotion Memutihkan Red Opium Niacinamide with Serum Burst Glutathione Moisturizing Whitening Handbody Wangi Tahan Lama dengan harga Rp99.000. Dapatkan di Shopee sekarang! https://t.co/abs11dP52T https://t.co/GrhhDn1cBZ","1879087380730388554","https://pbs.twimg.com/media/GhPcAm-bEAAZCAV.jpg","","in","warungdowo","0","0","0","https://x.com/a_manab/status/1879087380730388554","2150241590","a_manab"
"1877976696894476425","Tue Jan 14 07:29:50 +0000 2025","0","@yubbeee bagus nih doktif juga dah approve","1879068392365474006","","yubbeee","in","personal acc","0","0","0","https://x.com/pranatabcd_b/status/1879068392365474006","1443491931506442245","pranatabcd_b"
"1879054673732313461","Tue Jan 14 06:43:45 +0000 2025","0","@womanfeeds_id gue wkakaka pas tau approved doktif waktu itu gue langsung co di tokped dengan harga 6k wkakaa menurut gue lumayan ya nih serum gue pake lumayan bikin muka jadi cerah walau agak lama sih sebulan gitu tapi oke kok di gue cocok","1879056793978225017","","womanfeeds_id","in","vkook","0","1","0","https://x.com/deartachyung/status/1879056793978225017","1288747040852209667","deartachyung"
"1879041544789086595","Tue Jan 14 05:43:09 +0000 2025","0","Cek [DOKTIF APPROVED] SLAVINA Body Lotion Memutihkan Red Opium Niacinamide with Serum Burst Glutathione Moisturizing Whitening Handbody Wangi Tahan Lama dengan harga Rp99.000. Dapatkan di Shopee sekarang! https://t.co/aB9e5HhMtd https://t.co/MbfeBQhq5V","1879041544789086595","https://pbs.twimg.com/media/GhOyUyDacAAsA2I.jpg","","in","","0","0","0","https://x.com/elvina1902/status/1879041544789086595","251598820","elvina1902"
"1878717794977776106","Tue Jan 14 05:06:16 +0000 2025","1","@Los_Pogos @DokterTifa Harus detoks u meminimalisir efek vaksin...selain doktif ada dokter lain yg bisa menjadi rujukan u memandu cara detoks..","1879032262953705898","","Los_Pogos","in","","0","0","0","https://x.com/JokoBangun7/status/1879032262953705898","1455144866363498502","JokoBangun7"
"1878950738992492747","Tue Jan 14 04:00:56 +0000 2025","0","@DokterTifa Bubur donk doktif (halusinasi)","1879015820459999412","","DokterTifa","in","","0","0","0","https://x.com/lukita_tian/status/1879015820459999412","1111370467204435969","lukita_tian"
"1878717794977776106","Tue Jan 14 02:04:58 +0000 2025","0","@DokterTifa Terus sadarkan netizen dokTif","1878986636845109334","","DokterTifa","in","","0","0","0","https://x.com/Linda09645907/status/1878986636845109334","1147516236382666752","Linda09645907"
"1878777991607812411","Tue Jan 14 01:41:34 +0000 2025","0","@DokterTifa Tampa disadari dia mengidap Waham Kebesaran ya doktif ?!....","1878980748126150679","","DokterTifa","in","indonesia","0","0","0","https://x.com/harly_avicenna/status/1878980748126150679","1171780802","harly_avicenna"
"1878939118077653038","Mon Jan 13 22:56:09 +0000 2025","0","Cek [DOKTIF APPROVED] SLAVINA Body Lotion Memutihkan Red Opium Niacinamide with Serum Burst Glutathione Moisturizing Whitening Handbody Wangi Tahan Lama dengan harga Rp99.000. Dapatkan di Shopee sekarang! https://t.co/fhgnfo3rVN https://t.co/pPXtv7nM2r","1878939118077653038","https://pbs.twimg.com/media/GhNVKpva4AAJbEr.jpg","","in","Cidaun, Indonesia","0","0","0","https://x.com/NikNik225732314/status/1878939118077653038","1846950195051089924","NikNik225732314"
