"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1894780940611895319","Thu Feb 27 15:40:34 +0000 2025","0","@20DAIMEERALBA Coba sama doktif gimana?","1895136952229495025","","daimeeralba","in","L’Étoile Occulté. ","0","1","0","https://x.com/lynciash/status/1895136952229495025","3165459572","lynciash"
"1895114075925004615","Thu Feb 27 14:09:39 +0000 2025","0","7. aku mau pergi ke sragen buat ikut meet and greetnya doktif naik skuter","1895114075925004615","","","in","solace-seeker ୨ৎ 2005","0","0","0","https://x.com/yamsorai/status/1895114075925004615","4523594057","yamsorai"
"1895107288828125573","Thu Feb 27 13:57:16 +0000 2025","1","ISWHITE BODY SERUM only 65.000 Kulit belang / kulit badak susah putih coba pake ini bebb body serum no 1 di tiktok Doktif approved https://t.co/a7k1CyhM8M","1895110957598462050","https://pbs.twimg.com/media/GkzJX1maoAARgw_.jpg","oreoesgrim","in","","0","1","0","https://x.com/oreoesgrim/status/1895110957598462050","864499208","oreoesgrim"
"1895095978086355380","Thu Feb 27 12:57:45 +0000 2025","0","serum yg gak overclaim doktif approve https://t.co/0ngmDzbqhY","1895095978086355380","","","in","","0","0","0","https://x.com/asdfjk99/status/1895095978086355380","1514147647543685122","asdfjk99"
"1895086436162089058","Thu Feb 27 12:19:50 +0000 2025","0","Intinya anime ameku takao itu doktif alias dokter detektif","1895086436162089058","","","in","","0","1","0","https://x.com/SSankyoudai/status/1895086436162089058","944486986391330816","SSankyoudai"
"1895076074259878323","Thu Feb 27 11:38:39 +0000 2025","0","Cek [DOKTIF APPROVED] SLAVINA Red Opium Paket Body Lotion &amp; Shower Gel - Wangi Mawar Tahan Lama Sabun Mandi Cair Memutihkan Kulit dengan harga Rp181.900. Dapatkan di Shopee sekarang! https://t.co/PyXu2s8v8g https://t.co/H3X2ajqDc7","1895076074259878323","https://pbs.twimg.com/media/GkyppZUbsAAHdVc.jpg","","in","","0","0","0","https://x.com/kurokoaow260865/status/1895076074259878323","1858878888627281920","kurokoaow260865"
"1895061265539834182","Thu Feb 27 11:31:06 +0000 2025","1","@womanfeeds_id Tentu saja tidak setuju. Skinker mah personal gessss. Mau mahal murah lokal korea jepang approved by tasya farasya approved by doktif approved by prabowo atau apalah itu mah gak valid. Yg valid ya di kulit sendiri.","1895074175309750541","","womanfeeds_id","in","Di antara botol HCl dan H2SO4","0","0","0","https://x.com/mayahapsari09/status/1895074175309750541","308482090","mayahapsari09"
"1894967038499782887","Thu Feb 27 04:28:13 +0000 2025","0","@mbakjenni doktif","1894967752672358655","","mbakjenni","in","","0","2","0","https://x.com/aldilakw/status/1894967752672358655","2257790377","aldilakw"
"1894920833791074312","Thu Feb 27 01:21:47 +0000 2025","1","knp doktif gak review pertamax sih padahal overclaim bgt","1894920833791074312","","","in","","0","0","0","https://x.com/mukbangtape/status/1894920833791074312","1039646910062125058","mukbangtape"
"1894891734888489133","Wed Feb 26 23:26:09 +0000 2025","3","Contoh penerapan strategi doktif:","1894891734888489133","","","in","somewhere","0","1","0","https://x.com/mner_o002/status/1894891734888489133","985324516359286784","mner_o002"
