"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1880302870760771980","Sat Jan 18 23:53:16 +0000 2025","3","@yaudalahk owner brand skincare dari brand ini kak yg overclaim dan ouverprice jg https://t.co/bwzbTxnano","1880765431218401569","","yaudalahk","in","","0","0","0","https://x.com/luscjious/status/1880765431218401569","1869909233720037376","luscjious"
"1880302870760771980","Sat Jan 18 23:09:50 +0000 2025","0","@tanyarlfes Banyak kasus overclaim skin care abal abal terkuak dengan drama owner yang salah tapi mecak mencak masyarakat jadi males pakai produk lokal.","1880754502590177496","","tanyarlfes","in","","0","0","0","https://x.com/_kayu_manis_/status/1880754502590177496","1517727325848477696","_kayu_manis_"
"1880437537719935011","Sat Jan 18 23:02:57 +0000 2025","1","@whoopziiy Di dunia ini mana sih produk yang tidak overclaim? Coba saja ke supermarket cari produk yang tidak overclaim. Semuanya bilang bisa gini bisa gitu. Lagipula sudah gak objektif mereview tapi dirinya sendiri berada di bisnis yang sama pakai topeng lagi. Bersaing tapi kotor.","1880752769621242040","","whoopziiy","in","","0","0","0","https://x.com/oak_math_lee_91/status/1880752769621242040","1178624356848529408","oak_math_lee_91"
"1880302870760771980","Sat Jan 18 22:32:07 +0000 2025","0","@tanyarlfes Paling bener emang beli skincare luar aja banyak brand2 yang jelas gak cuma asal2an apalagi overclaim. La Roche Posay misalnya aku pakai itu beneran cocok.","1880745010175598924","","monkeyteam95","in","Sydney, New South Wales","0","0","0","https://x.com/monkeyteam95/status/1880745010175598924","1588409921682386945","monkeyteam95"
"1880302870760771980","Sat Jan 18 21:48:01 +0000 2025","1","@brawe00 @coch17_hayday @tanyarlfes @BPOM_RI Pemuja produk overclaim nih boss. Yaa dia diem karena dia jawabnya waktu ada pengacara dan ditempat yang tepat. Udah deh buzzer 5 ribuan balik ke tiktok aja. Udah jelas overclaim naikin umroh waria juga. Diem aja daripada anak turunanmu nanti kena karmanya","1880733911359357365","","brawe00","in","korea","0","0","0","https://x.com/Hellowmieh/status/1880733911359357365","1516353745713451012","Hellowmieh"
"1880486561323618779","Sat Jan 18 21:44:34 +0000 2025","0","@convomf Hanasui gaboong produk mreka bagus2 ga overclaim ","1880733044916818031","","convomf","in","unlabeled, harshword!!","0","0","0","https://x.com/mylaufey/status/1880733044916818031","1511182130784571396","mylaufey"
"1880437537719935011","Sat Jan 18 20:53:29 +0000 2025","0","@aliwijayawahid @whoopziiy boti minus IQ gaada doktif masyrakat indo di bodohi oleh seller overclaim dibayar berapa kau?","1880720188259377312","","aliwijayawahid","in","","0","0","0","https://x.com/agumm30/status/1880720188259377312","1719688261256585216","agumm30"
"1880698705273319467","Sat Jan 18 19:28:07 +0000 2025","0","Huru hara per skincare an memasuki babak baru. Makin seru yaaa para sultan2 yg hobi flexing ini Andai BPOM lebih teliti harusnya gak ada drama2 kayak gini. Gak ada produk yg overclaim produk yg mengandung merkuri dll &amp; bisa lolos edar. Keselamatan konsumen tuh yg utama lho","1880698705273319467","","","in","Germany","0","1","0","https://x.com/swastimayaa/status/1880698705273319467","1686044529529651200","swastimayaa"
"1880437537719935011","Sat Jan 18 18:48:36 +0000 2025","0","@whoopziiy Ss panik bgt haha. Pdhl yg lain meskipun sikncarenya overclaim diem. Ini engga panik sampe bawa Pasukan bowtie2","1880688760599548223","","whoopziiy","in","Kota Gresik, Jawa Timur","0","0","0","https://x.com/LelySayanti/status/1880688760599548223","1523241017792921600","LelySayanti"
"1880542678250852602","Sat Jan 18 18:21:11 +0000 2025","0","@shuataichan Ye kocak yg dipermasalahkan ngecek² kandungan terus ngebacot overclaim sana sini bukan review beauty product Bukan kecolongan tp seller nakal regulasimya ga boleh klo ada di oasaran ada yg nakal.","1880681860734550513","","shuataichan","in","","1","1","0","https://x.com/bualfi/status/1880681860734550513","1515680889488826368","bualfi"
