"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1881738944230068469","Tue Jan 21 16:21:39 +0000 2025","0","Gilak aja kl kak ss dll jadi tersangka kegaduhan yg dimulai oleh dokpeng n enem dan kemana2 jahadnya kau enem btul bi**ap","1881738944230068469","","","in","","0","0","0","https://x.com/Shining0909/status/1881738944230068469","3571201459","Shining0909"
"1880437537719935011","Sun Jan 19 05:47:34 +0000 2025","0","@whoopziiy Pdhl si dokpeng baru plg dr acara BPOM tp dopeng tetap aja melakukan yg tdk hrs dilakukan org. Mana lagi lab dia tdk terverifikasi lembaga apapun jd blm ada landasan hukum kebenarannya.","1880854594148028582","","whoopziiy","in","","0","0","0","https://x.com/Watik08799897/status/1880854594148028582","1408000828321918983","Watik08799897"
"1880437537719935011","Sat Jan 18 06:53:38 +0000 2025","3","@smartgirl1506 @whoopziiy Si dokpeng padahal tinggal jawab juga ngambil produknya dimana kalian harus pentengin nih kasus dari awal knp si dokpeng bisa dilabrak sama ss karena awalnya gw jg bela dokpeng tapi setelah gw sadar nih orang ada maksud lain nih dari ngeriview skincare ss kyk mau menjatuhkan","1880508832297939099","","smartgirl1506","in","","0","18","0","https://x.com/StevanusMichel/status/1880508832297939099","1567038090916818944","StevanusMichel"
"1880437537719935011","Sat Jan 18 05:44:05 +0000 2025","1","@elleciasalsa @whoopziiy Terbukti apa ? BPOM aja gk ada bilang skincare ss itu berbahaya kok si dokpeng itu bilangin skincare ss berbahaya. Karna si dokpeng udah di tim nya Mak lampir nikibul","1880491331233214859","","elleciasalsa","in","","0","4","0","https://x.com/vvnjrdnn/status/1880491331233214859","1676813268135079936","vvnjrdnn"
"1880437537719935011","Sat Jan 18 05:23:46 +0000 2025","0","@meowmamba @phrinses @whoopziiy Ngapain ngomong baik2 sama orang ya g udah fitnah. Mau baik2 pun tetap dokpeng itu ngatain ss buruk. Kan dokpeng udah di tim mak lampir Nikibul","1880486217827119122","","meowmamba","in","","0","1","0","https://x.com/vvnjrdnn/status/1880486217827119122","1676813268135079936","vvnjrdnn"
"1880437537719935011","Sat Jan 18 05:21:08 +0000 2025","2","@smartgirl1506 @whoopziiy Justru shela keren datangi orang yang udah fitnah dia. Emang lo tau dari mana skincare Shela berbahaya ?? BPOM sendiri gk ada ngeluarin stetment gitu. Masa dokpeng ngeduluin BPOM","1880485555282276449","","smartgirl1506","in","","0","13","0","https://x.com/vvnjrdnn/status/1880485555282276449","1676813268135079936","vvnjrdnn"
"1880273885993791718","Fri Jan 17 17:04:32 +0000 2025","0","@PapaPolnaref Ngakak dokpeng dokter bopeng wkwk sorry","1880300181209641258","","PapaPolnaref","in","Medan, Indonesia","0","1","0","https://x.com/ismianugrahhrp/status/1880300181209641258","288637014","ismianugrahhrp"
"1880259693853151445","Fri Jan 17 14:23:39 +0000 2025","0","Kalo emang persekusi ya di spill dong oknumnya muke dokpeng aja yg di shoot Ga jelas amat ya","1880259693853151445","","","in","","0","0","0","https://x.com/Shining0909/status/1880259693853151445","3571201459","Shining0909"
"1876044354546217346","Sun Jan 05 23:14:54 +0000 2025","24","Hey kamu dokpeng sebutan utk doktif dr dokter Lee Thompson https://t.co/Ub7bi4seWY","1876044732645994813","https://pbs.twimg.com/ext_tw_video_thumb/1876044617126391808/pu/img/EJ2fUom63a90XP3I.jpg","999o7i","in","","0","1","1","https://x.com/999o7i/status/1876044732645994813","762115454861127680","999o7i"
"1867919267108446261","Sun Dec 15 01:18:47 +0000 2024","2","@kikooott @tirta_cipeng buku inter nya lengkap daripada gramed mungkin dokpeng pingin anak2nya membaca buku english","1868103378389303726","","kikooott","in","","0","1","0","https://x.com/artinamacahaya/status/1868103378389303726","1644179428904439808","artinamacahaya"
"1862027734219694489","Thu Nov 28 16:50:43 +0000 2024","0","@tirta_cipeng Ga emyu ga rame dokpeng","1862177311728288192","","tirta_cipeng","in","Tapanuli Selatan, Indonesia","0","0","0","https://x.com/verpaak/status/1862177311728288192","1687295350909063168","verpaak"
"1855556233853636712","Sun Nov 10 10:23:14 +0000 2024","0","tolong Dokpeng @tirta_cipeng ini orang dikasih edukasi yang sopan dan penuh kata-kata sopan. Mau naik prevalensi orang-orang bergejala serangan jantung collaps dll kali ya ini orang. Iya tau panik ditinggal koalisi logistik mulai abis tapi ya jangan sesat gini.","1855556815825805768","","uchihaucups","in","Jawa Barat, Indonesia","0","0","0","https://x.com/uchihaucups/status/1855556815825805768","1258580246690840576","uchihaucups"
"1854724323858116615","Fri Nov 08 15:28:26 +0000 2024","0","@tanyarlfes dokpeng bukannya dia sndiri ya?","1854908848865525986","","tanyarlfes","in","","0","0","0","https://x.com/nurd_ians/status/1854908848865525986","2851105013","nurd_ians"
"1854724323858116615","Fri Nov 08 08:36:29 +0000 2024","0","@tanyarlfes Kirain dokpeng dokter Cipeng @tirta_cipeng","1854805177045528727","","tanyarlfes","in","","0","1","0","https://x.com/hayoinisiapa123/status/1854805177045528727","1269138500172967936","hayoinisiapa123"
"1854724323858116615","Fri Nov 08 04:31:22 +0000 2024","0","@tanyarlfes Dokpeng = dokter @pepengbison","1854743493173788897","","tanyarlfes","in","New Taipei City, Taiwan","0","0","0","https://x.com/coldnaicha_/status/1854743493173788897","2814719558","coldnaicha_"
"1854724323858116615","Fri Nov 08 04:19:07 +0000 2024","0","@tanyarlfes Aku kira dokpeng = dokter bopeng ","1854740407969890482","","tanyarlfes","in","Jawa Tengah, Indonesia","0","0","0","https://x.com/Luckyou875/status/1854740407969890482","2375257686","Luckyou875"
"1854724323858116615","Fri Nov 08 03:54:38 +0000 2024","0","@tanyarlfes Dokpeng apaan??? Dokter Supepeng? ","1854734247363567830","","tanyarlfes","in","susuk lbk btn","0","0","0","https://x.com/champagnetoasst/status/1854734247363567830","1353194935","champagnetoasst"
"1854724323858116615","Fri Nov 08 03:54:05 +0000 2024","0","@tanyarlfes Kemaren doktif sekarang dokpeng apa besok tuksedo bertopeng aja sekalian? ‍","1854734107722629563","","tanyarlfes","in","","0","0","0","https://x.com/zaynwalik_/status/1854734107722629563","1849765459799015424","zaynwalik_"
"1854724323858116615","Fri Nov 08 03:40:37 +0000 2024","4","@tanyarlfes Sialan bikin mikir apa itu dokpeng ternyata dokter topeng alias doktif (kayanya)","1854730720557547847","","tanyarlfes","in","","0","0","0","https://x.com/camleons/status/1854730720557547847","1455144317194948612","camleons"
"1854724323858116615","Fri Nov 08 03:35:49 +0000 2024","0","@tanyarlfes Dokpeng? Dokter supepeng?","1854729513256767847","","tanyarlfes","in","From the river to the sea","0","0","0","https://x.com/addrice_/status/1854729513256767847","1391979791725719552","addrice_"
"1854724323858116615","Fri Nov 08 03:21:42 +0000 2024","0","@tanyarlfes dl aku ikutin tp skrg udah engga hehe dokpeng tu siapa ya btw?","1854725959532134685","","tanyarlfes","in","","0","1","0","https://x.com/injeunithread/status/1854725959532134685","1752211830582497280","injeunithread"
